name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 109749 Ab,Confirmed,0.28,0.016,0.016,0.28,0.016,0.016,0.99,,,5.23921,0.000935533,0.000935533,0.0635,,,0.0451,0.025,0.025,,,,0.001076,2005,01-08-2024,72.3,55.8,55.8,2453426.3,,,,,,,,,,,,,,,,,,3013.55,0.14,0.14,28.49,1.12,1.12,,,,,,,,,,Announced on a professional conference,Radial Velocity,Radial Velocity,Theoretical,,,HD 109749 A,189.3166667,-40.8119444,8.1,,,,,63.0821,0.2938,0.2938,0.22,0.012,0.012,1.2,0.1,0.1,1.3,0.072,0.072,G3IV-V,3.3,1.2,1.2,5868.57,138.1,138.1,,,
HD 10975 b,Confirmed,0.45,0.15,0.15,0.45,0.15,0.15,,,,283.8,0.1,0.1,0.95,0.08,0.08,0.442,0.39,0.39,,,,,2021,15-12-2021,135,35,35,2455450.7,183,183,,,,,,,,,,,,,,,,,,,12.3,3.5,3.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 10975,27.16250001,37.9527778,,,,,,,,,,,,,,,,,,K0 III,,,,,,,,,
HD 109988 b,Confirmed,21.821,4.155,4.155,,,,,,,17132.2,2190.6,2190.6,12.518,1.319,1.319,0.056,0.034,0.034,33.992,4.296,4.296,,2022,29-07-2024,63.515,98.697,98.697,,,,,,,,,,,,,,,,,,,,,,103.945,22.975,22.975,,,,,,,,,,Published in a refereed paper,Radial Velocity,Astrometry,,,,HD 109988,189.8156852,-32.72608164,8.9,,7.374,7.031,6.863,42.5279,0.0815,0.0815,0.14,0.06,0.06,0.88,0.1035,0.1035,0.869,0.0482,0.0482,G9/K0V,,,,5185.97,116.203,116.203,,,
HD 110113 c,Confirmed,0.033,0.0038,0.0038,0.033,0.0038,0.0038,,,,6.744,0.009,0.009,0.068,0.002,0.002,0.045,0.038,0.038,,,,,2021,14-01-2021,300,70,70,,,,,,,,,,,,,,,,,,,,,,3.38,0.37,0.37,990,10,10,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 110113,190.0375,-44.31194446,10,,,,,106.3,0.72,0.72,,,,0.997,0.06,0.06,0.968,0.018,0.018,,,,,5732,50,50,,,TOI-755
HD 110537 b,Confirmed,27.099,8.99,8.99,,,,,,,24469.7,7959.6,7959.6,16.714,3.907,3.907,0.401,0.152,0.152,51.891,5.422,5.422,,2017,06-07-2024,104.177,8.158,8.158,,,,,,,,,,,,,,,,,,,,,,158.671,34.763,34.763,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,HIP 62039 b,,HD 110537,190.7471878,-4.049332524,7.83,,6.58,6.333,6.2,45.0858,0.09725,0.09725,0.09,0.1,0.1,1.02,0.1249,0.1249,1.166,0.0631,0.0631,G3V,,,,5718,138.589,138.589,,,HIP 62039
HD 110833 b,Confirmed,19.97,0.04,0.04,19.97,0.04,0.04,,,,273.44,0.06,0.06,0.7904,0.0001,0.0001,0.765,0.002,0.002,,,,,1997,25-06-2024,-1.8,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,1057.6,3.3,3.3,,,,,,,,,,Announced on a professional conference,Radial Velocity,Radial Velocity,,GJ 483 b,,HD 110833,191.0606086,51.75927604,7.027,,5.318,4.9,4.78,14.994,,,0.14,0.1,0.1,0.812,,,0.832,,,K0V,,,,4960.66,,,,,GJ 483
HD 11112 b,Confirmed,8.176,3.2,3.2,,,,,,,17244.9,1253.1,1253.1,13.38,0.911,0.911,0.285,0.202,0.202,144.876,45.382,45.382,,2022,15-06-2024,289.063,13.794,13.794,,,,,,,,,,,,,,,,,,,,,,36.792,8.327,8.327,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HD 11112,27.08576361,-41.49506573,7.13,,6.011,5.777,5.648,44.3804,0.05485,0.05485,0.1868,0.0254,0.0254,1.07,0.137,0.137,1.473,0.0781,0.0781,G0IV,,,,5905.64,144.473,144.473,,,
HD 111232 b,Confirmed,7.965,0.479,0.479,6.8,,,,,,1169.1,0.4,0.4,2.148,0.097,0.097,0.214,0.003,0.003,93.521,18.063,18.063,0.067931,2004,14-06-2024,94.142,0.719,0.719,51230,20,20,,,,,,,,,,,,,,,,,,,160.429,0.509,0.509,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HD 111232,192.2125,-68.425,7.61,,,,,29,,,-0.36,0.04,0.04,0.78,,,,,,G8V,5.2,,,5494,,,,,
HD 111232 c,Confirmed,18.063,1.612,1.612,,,,,,,26472.4,4507.7,4507.7,17.25,2.151,2.151,0.558,0.028,0.028,87.902,22.591,22.591,,2022,14-06-2024,34.27,11.099,11.099,,,,,,,,,,,,,,,,,,,,,,150.605,8.184,8.184,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HD 111232,192.2125,-68.425,7.61,,,,,29,,,-0.36,0.04,0.04,0.78,,,,,,G8V,5.2,,,5494,,,,,
HD 111591 b,Confirmed,4.4,0.4,0.4,4.4,0.4,0.4,,,,1056.4,14.3,14.3,2.5,0.1,0.1,0.26,0.1,0.1,,,,,2017,17-11-2017,78.72,12,12,2455602.4,31,31,,,,,,,,,,,,,,,,,,,59,3,3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 111591,192.5708333,22.86333336,6.6,,,,,108,5,5,0.07,0.04,0.04,1.94,0.07,0.07,8.03,0.49,0.49,K0III,1.41,0.14,0.14,4884,30,30,,,
HD 11231 b,Confirmed,0.434,0.047,0.047,0.434,0.047,0.047,,,,5.2049,0.002,0.002,0.0664,0.005,0.005,0.083,0.083,0.083,,,,,2019,26-12-2019,,,,2457286.789,,,,,,,,,,,,,,,,,,,,,39.99,4.2,4.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Spectrum,,DMPP-2 b,,HD 11231,27.40833335,-34.45916668,8.6,,,,,134,4,4,,,,1.44,0.03,0.03,1.78,0.09,0.09,F5V,2,0.3,0.3,6500,100,100,,,
HD 112570 b,Confirmed,3.42,0.84,0.84,,,,,,,2615,77,77,3.9,0.16,0.16,0.2,0.14,0.14,54,10,10,,2023,05-12-2023,301,233,233,2455657,202,202,,,,,,,,,,,,,,,,,,,36,6.1,6.1,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HD 112570,194.2833333,46.17666668,6.1,,,,,100.5,0.3,0.3,-0.46,0.1,0.1,1.15,0.27,0.27,9.6,0.6,0.6,K0 III,5.45,2.06,2.06,4672,100,100,,,
HD 112640 b,Confirmed,5,1,1,5,1,1,,,,613.2,5.8,5.8,1.7,0.1,0.1,0.24,0.18,0.18,,,,,2020,11-12-2020,114.4,22.8,22.8,2455300.4,38.8,38.8,,,,,,,,,,,,,,,,,,,83,8.5,8.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 112640,194.2416667,67.24277779,6.5,,,,,326.8,2,2,-0.09,0.07,0.07,1.8,0.2,0.2,39,5,5,K0 III,1.6,0.3,0.3,4155,15,15,,,
HD 113337 Ab,Confirmed,3.1,0.2,0.2,3.1,0.2,0.2,,,,323.4,0.8,0.8,1.03,0.02,0.02,0.36,0.03,0.03,,,,,2013,05-08-2024,229.1,4.9,4.9,2456074.5,2.3,2.3,,,,,,,,,,,,,,,,,,,76.1,2.9,2.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 113337 A,195.4458,63.6103,6,,,,,36.9,0.4,0.4,0.07,,,1.4,0.14,0.14,1.5,0.15,0.15,F4V,0.15,0.05,0.05,6577,16,16,,,LDS 2662 A
HD 113337 Ac,Confirmed,7.2,0.5,0.5,7.2,0.5,0.5,,,,3264.7,134,134,4.8,0.23,0.23,0.18,0.04,0.04,,,,,2018,05-08-2024,314,13,13,2458236.8,217,217,,,,,,,,,,,,,,,,,,,76.7,2.4,2.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 113337 A,195.4458,63.6103,6,,,,,36.9,0.4,0.4,0.07,,,1.4,0.14,0.14,1.5,0.15,0.15,F4V,0.15,0.05,0.05,6577,16,16,,,LDS 2662 A
HD 113538 b,Confirmed,0.36,0.04,0.04,0.36,0.04,0.04,,,,663.2,8.4,8.4,1.24,0.04,0.04,0.14,0.08,0.08,,,,,2010,08-01-2015,74,37,37,2455500,17,17,,,,,,,,,,,,,,,,,,,12.2,1.1,1.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 113538,196.2375,-52.4430556,9.06,,,,,15.8,0.4,0.4,-0.24,0.06,0.06,0.585,0.05,0.05,0.53,0.02,0.02,K9V,4.3,4,4,4462,145,145,,,
HD 113538 c,Confirmed,0.93,0.06,0.06,0.93,0.06,0.06,,,,1818,25,25,2.44,0.07,0.07,0.2,0.04,0.04,,,,0.153797,2010,08-01-2015,280,16,16,2456741,31,31,,,,,,,,,,,,,,,,,,,22.6,0.8,0.8,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 113538,196.2375,-52.4430556,9.06,,,,,15.8,0.4,0.4,-0.24,0.06,0.06,0.585,0.05,0.05,0.53,0.02,0.02,K9V,4.3,4,4,4462,145,145,,,
HD 114386 b,Confirmed,1.24,,,1.24,,,,,,937,15.6,15.6,1.02,,,0.23,0.03,0.03,,,,0.058929,2003,24-07-2012,273,14,14,50454,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 114386,197.6625,-35.0547222,8.73,,,,,28,,,0,,,0.75,,,0.76,,,K3 V,2.19,,,4819,,,,,
HD 114386 c,Confirmed,1.19,,,1.19,,,,,,1046,,,,,,0.06,,,,,,,2011,12-09-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 114386,197.6625,-35.0547222,8.73,,,,,28,,,0,,,0.75,,,0.76,,,K3 V,2.19,,,4819,,,,,
HD 114613 b,Confirmed,0.357,0.032,0.032,0.357,0.032,0.032,1.182,,,4000,120,120,5.34,0.26,0.26,0.458,0.089,0.089,,,,,2014,30-12-2018,196,11,11,2455150,90,90,,,,,,,,,,,,,,,,,,,4.38,0.4,0.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 114613,198.0132638,-37.80302204,4.85,,,,,20.67,0.13,0.13,0.18,,,1.27,,,2.14,,,G3 V,,,,5641,17,17,,,
HD 114729 Ab,Confirmed,0.84,,,0.84,,,,,,1135,9,9,2.08,,,0.32,0.18,0.18,,,,0.059429,2002,01-08-2024,73,30,30,2450520,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 114729 b,,HD 114729 A,198.1833333,-31.8733333,6.69,,,,,35,,,-0.22,,,0.93,,,1.46,,,G3V,4.58,,,5662,,,,,HD 114729
HD 114783 b,Confirmed,6.3,2.97,2.97,1.1,0.06,0.06,,,,493.7,1.8,1.8,1.16,0.019,0.019,0.144,0.032,0.032,10,8,8,0.058824,2001,22-01-2016,86,11,11,2453806,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 114783,198.1791667,-2.265,7.57,,,,,20.4,,,0.33,,,0.92,,,0.78,,,K0,3.7,,,5105,,,,,
HD 114783 c,Confirmed,0.61,0.0053,0.0053,0.61,0.0053,0.0053,,,,4318,130,130,,,,0,,,,,,,2010,16-11-2018,6.5,44,44,2458112,537,537,,,,,,,,,,,,,,,,,,,9.2,0.7,0.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 114783,198.1791667,-2.265,7.57,,,,,20.4,,,0.33,,,0.92,,,0.78,,,K0,3.7,,,5105,,,,,
HD 11505 Ab,Confirmed,7.899,1.703,1.703,,,,,,,32669.2,7448.9,7448.9,20.247,3.413,3.413,0.144,0.056,0.056,87.505,27.648,27.648,,2022,15-06-2024,62.477,63.866,63.866,,,,,,,,,,,,,,,,,,,,,,49.449,12.503,12.503,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HD 11505 A,28.27582865,-1.326941625,7.42,,6.239,5.95,5.885,38.9679,0.16215,0.16215,-0.22,0.00678,0.00678,1.03,0.134,0.134,1.195,0.0696,0.0696,G2V,,,,5757.15,147.017,147.017,,,LLO 4 A
HD 11506 b,Confirmed,4.88,0.333,0.333,4.83,0.52,0.52,,,,1613.7,4.5,4.5,2.8,0.136,0.136,0.391,0.01,0.01,112.598,52.7,52.7,0.045151,2007,15-06-2024,217.469,2.314,2.314,2463391.8,0.14,0.14,,,,,,,,,,,,,,,,,,,78.402,1.146,1.146,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HD 11506,28.2125,-19.5069444,7.51,,,,,51.261,0.14,0.14,0.31,0.1,0.1,1.24,0.18,0.18,1.34,0.05,0.05,G0V,2.3,0.58,0.58,6030,,,,,
HD 11506 c,Confirmed,0.408,0.057,0.057,0.408,0.057,0.057,,,,223.41,0.32,0.32,0.774,0.038,0.038,0.193,0.038,0.038,,,,0.011873,2009,15-06-2024,259,16,16,2463230,11,11,,,,,,,,,,,,,,,,,,,12.1,0.41,0.41,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 11506,28.2125,-19.5069444,7.51,,,,,51.261,0.14,0.14,0.31,0.1,0.1,1.24,0.18,0.18,1.34,0.05,0.05,G0V,2.3,0.58,0.58,6030,,,,,
HD 11506 d,Confirmed,12.8,0.3,0.3,,,,,,,26517,300,300,18.2,0.09,0.09,0.29,0.03,0.03,90,6,6,,2022,01-08-2024,111,6,6,,,,,,,,,,,,,,,,,,,,,,56.066,5.826,5.826,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HD 11506,28.2125,-19.5069444,7.51,,,,,51.261,0.14,0.14,0.31,0.1,0.1,1.24,0.18,0.18,1.34,0.05,0.05,G0V,2.3,0.58,0.58,6030,,,,,
HD 115404 Ab,Confirmed,0.097,0.022,0.022,0.097,0.022,0.022,,,,10.5,0.002,0.002,0.088,0.004,0.004,0.232,0.138,0.138,,,,,2022,28-07-2024,259.222,85.216,85.216,,,,,,,,,,,,,,,,,,,,,,10.507,2.011,2.011,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 115404 A,199.2127143,17.01717803,6.66,,4.9,4.584,4.38,10.9816,0.0044,0.0044,-0.1567,0.0224,0.0224,0.83,0.1022,0.1022,0.727,0.0545,0.0545,K0V,,,,5019.17,148.09,148.09,,,GJ 505 A
HD 115404 Ac,Confirmed,10.319,1.209,1.209,,,,,,,15319.2,3526.2,3526.2,11.364,1.905,1.905,0.211,0.102,0.102,25.791,2.157,2.157,,2022,28-07-2024,312.056,22.215,22.215,,,,,,,,,,,,,,,,,,,,,,42.401,1.945,1.945,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HD 115404 A,199.2127143,17.01717803,6.66,,4.9,4.584,4.38,10.9816,0.0044,0.0044,-0.1567,0.0224,0.0224,0.83,0.1022,0.1022,0.727,0.0545,0.0545,K0V,,,,5019.17,148.09,148.09,,,GJ 505 A
HD 115954 Ab,Confirmed,8.5,0.4,0.4,8.29,0.58,0.58,,,,3258,190,190,4.5,0.1,0.1,0.46,0.03,0.03,39,8,8,,2021,28-08-2024,173,8,8,,,,,,,,,,,,,,,,,,,,,,110.7,6.1,6.1,144.9,13,13,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HD 115954 A,199.9833334,38.36916668,8.34,,,,,218.39,2,2,0.34,0.02,0.02,1.18,0.06,0.06,1.213,0.083,0.083,G0V,,,,5957,26,26,,,HIP 65042
HD 116029 Ab,Confirmed,2.1,0.2,0.2,2.1,0.2,0.2,,,,670.2,8.3,8.3,1.73,0.04,0.04,0.21,,,,,,0.014042,2011,28-07-2024,360,100,100,2455220,200,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 116029 b,,HD 116029 A,200.1666667,24.6486111,8.04,,,,,123.2,9.9,9.9,0.18,0.03,0.03,1.58,0.11,0.11,4.6,0.1,0.1,K1III,2.7,0.5,0.5,4951,44,44,,,HD 116029
HD 116029 Ac,Confirmed,1.27,0.1,0.1,1.27,0.1,0.1,,,,907,30,30,,,,0.038,0.038,0.038,,,,,2010,28-07-2024,17.3,49.7,49.7,1455291,86,86,,,,,,,,,,,,,,,,,,,20.7,2.2,2.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 116029 c,,HD 116029 A,200.1666667,24.6486111,8.04,,,,,123.2,9.9,9.9,0.18,0.03,0.03,1.58,0.11,0.11,4.6,0.1,0.1,K1III,2.7,0.5,0.5,4951,44,44,,,HD 116029
HD 117207 b,Confirmed,2.06,,,2.06,,,,,,2627.08,63.51,63.51,3.78,,,0.16,0.05,0.05,,,,0.114545,2004,30-12-2010,81.7,19.9,19.9,2450666.43,148.89,148.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 117207,202.3375,-35.5708333,7.26,,,,,33,,,0.27,,,1.07,,,1.09,,,G8VI/V,6.68,2.2,2.2,5432,,,,,
HD 11755 b,Confirmed,6.5,1,1,6.5,1,1,,,,433.7,3.2,3.2,1.08,0.04,0.04,0.19,0.1,0.1,,,,,2015,01-10-2015,155.3,12.6,12.6,2457018.2,14,14,,,,,,,,,,,,,,,,,,,191.3,10.2,10.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 11755,29.70833335,73.15250001,6.87,,,,,231.5,,,-0.74,0.02,0.02,0.9,0.1,0.1,27.3,1,1,G5,10.2,1.3,1.3,4312.5,5,5,,,
HD 117618 b,Confirmed,0.174,0.014,0.014,0.174,0.014,0.014,,,,25.8,0.004,0.004,0.18,0.005,0.005,0.15,0.07,0.07,,,,0.004632,2004,05-03-2019,289,64,64,2450832.2,1.8,1.8,,,,,,,,,,,,,,,,,,,10.9,0.68,0.68,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 117618,203.1041667,-47.2711111,7.18,,,,,38,,,0.04,,,1.05,,,1.19,,,G2V,3.88,,,5861,,,,,
HD 118203 b,Confirmed,2.17,0.08,0.08,,,,1.14,0.03,0.03,6.13499,2.50E-05,2.50E-05,0.07082,0.0011,0.0011,0.31,0.007,0.007,88.75,1,1,0.00079,2005,04-09-2024,153.6,3.6,3.6,2451545.01,0.01,0.01,,,,2458712.662,0.00025,0.00025,2458708.495,0.082,0.082,-23,38,38,0.111,0.076,0.076,,,,218.3,5.2,5.2,1496,26,26,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Primary Transit,,,HD 118203,203.5083333,53.7283333,8.05,,,,,88.6,,,0.27,0.02,0.02,1.353,0.006,0.006,1.993,0.065,0.065,G0IV,5.32,0.73,0.73,5872,20,20,,,TOI-1271
HD 118904 Ab,Confirmed,3.1,1.2,1.2,3.1,1.2,1.2,,,,676.7,19.1,19.1,1.7,0.1,0.1,0.31,0.3,0.3,,,,,2018,01-08-2024,29.16,31.02,31.02,2455478,82,82,,,,,,,,,,,,,,,,,,,61,8,8,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 118904 A,204.2957853,71.24225153,5.5,,,,,111,9,9,-0.11,0.09,0.09,1.4,0.2,0.2,14.8,1.3,1.3,K2III,3.7,1.6,1.6,4469,23,23,,,
HD 119445 b,Confirmed,37.6,2.6,2.6,37.6,2.6,2.6,,,,410.2,0.6,0.6,1.71,0.06,0.06,0.082,0.007,0.007,,,,,2009,21-08-2016,,,,,,,,,,,,,,,,,,,,,,,,,413.5,2.6,2.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 119445,205.6200278,41.67428427,6.304,,,,,,,,0.04,0.18,0.18,3.9,0.4,0.4,20.5,9.3,9.3,G6,,,,5083,103,103,,,
HD 11964 Ab,Confirmed,0.622,0.056,0.056,0.622,0.056,0.056,,,,1945,26,26,3.16,0.19,0.19,0.041,0.017,0.017,,,,0.092996,2005,30-07-2024,155,,,2454170,380,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 11964 A,29.2875,-10.2422222,6.42,,,,,33.98,,,0.17,,,1.125,,,2.18,0.29,0.29,G5IV,9.56,,,5248,,,,,"GJ 81.1 A, GAL 315 A, LDS 60 A"
HD 11964 Ac,Confirmed,0.079,0.01,0.01,0.079,0.01,0.01,,,,37.91,0.041,0.041,0.229,0.013,0.013,0.3,0.17,0.17,,,,0.006739,2005,30-07-2024,102,,,2454370,180,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 11964 A,29.2875,-10.2422222,6.42,,,,,33.98,,,0.17,,,1.125,,,2.18,0.29,0.29,G5IV,9.56,,,5248,,,,,"GJ 81.1 A, GAL 315 A, LDS 60 A"
HD 120084 b,Confirmed,4.5,,,4.5,,,,,,2082,35,35,4.3,,,0.66,0.1,0.1,,,,,2013,25-05-2014,117,9,9,2450774,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 120084,205.7167,78.0617,5.91,,,,,97.7,4.7,4.7,0.09,0.05,0.05,2.39,0.3,0.3,9.12,0.61,0.61,G7 III,,,,4892,22,22,,,
HD 121504 Ab,Confirmed,1.22,,,1.22,,,,,,63.33,0.03,0.03,0.33,,,0.03,0.01,0.01,,,,0.007437,2003,05-08-2024,265,12,12,51450,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 121504 A,209.3208333,-56.04,7.54,,,,,44.37,,,0.16,,,1.18,,,,,,G2V,1.62,,,6075,,,,,
HD 122562 b,Confirmed,37.203,2.595,2.595,24,2,2,,,,2907.5,30.1,30.1,4.313,0.086,0.086,0.706,0.004,0.004,133.476,86.362,86.362,,2016,16-06-2024,304.236,0.359,0.359,2455935,2,2,,,,,,,,,,,,,,,,,,,463.352,2.191,2.191,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",Astrometry,,,,HD 122562,210.5875,20.88138892,7.69,,5.996,5.617,5.51,53.2528,0.12205,0.12205,0.31,0.04,0.04,1.13,0.13,0.13,2.166,,,K0IV,,,,4956,122,122,,,
HD 122562 c,Confirmed,0.23,0.065,0.065,0.23,0.065,0.065,,,,85,0.5,0.5,0.406,0.008,0.008,0.228,0.113,0.113,,,,,2022,16-06-2024,194.673,72.524,72.524,,,,,,,,,,,,,,,,,,,,,,9.463,2.41,2.41,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 122562,210.5875,20.88138892,7.69,,5.996,5.617,5.51,53.2528,0.12205,0.12205,0.31,0.04,0.04,1.13,0.13,0.13,2.166,,,K0IV,,,,4956,122,122,,,
HD 124330 Ab,Confirmed,0.75,0.06,0.06,0.75,0.06,0.06,,,,270.66,1.21,1.21,0.86,0.04,0.04,0.34,0.05,0.05,,,,,2021,05-08-2024,18.28,10.44,10.44,2458415.57,3.06,3.06,,,,,,,,,,,,,,,,,,,22.85,1.23,1.23,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 124330 A,212.8208333,54.40916668,8,,,,,60.1977,0.10235,0.10235,,,,1.16,0.157,0.157,1.3,0.06,0.06,F8IV-V,,,,6138,126.305,126.305,,,
HD 12484 b,Confirmed,2.98,0.14,0.14,2.98,0.14,0.14,,,,58.83,0.08,0.08,0.297,0.005,0.005,0.07,0.03,0.03,,,,,2016,17-02-2016,325,40,40,2456699,5,5,,,,,,,,,,,,,,,,,,,155,5,5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 12484,30.61250001,2.815833362,8.17,,,,,51.1,2.5,2.5,0.05,0.02,0.02,1.01,0.03,0.03,,,,F8,,,,5920,30,30,,,
HD 125271 b,Confirmed,10.904,1.253,1.253,,,,,,,14902,3047,3047,10.817,1.565,1.565,0.165,0.061,0.061,93.088,14.447,14.447,,2022,15-06-2024,164.716,37.86,37.86,,,,,,,,,,,,,,,,,,,,,,109.402,7.656,7.656,,,,,,,,,,Published in a refereed paper,"Radial Velocity, Astrometry",,,,,HD 125271,216.6485776,-81.45331054,,,,,,39.3466,0.0671,0.0671,-0.22,0.06,0.06,0.75,0.0892,0.0892,0.7513,0.0507,0.0507,K3Vk,,,,4703.93,115.157,115.157,,,
HD 125390 b,Confirmed,22.16,0.96,0.96,22.16,0.96,0.96,1.08,,,1756.2,3.9,3.9,1.55,0.14,0.14,0.591,0.014,0.014,,,,,2018,19-12-2018,342.4,1.2,1.2,2455914,6.7,6.7,,,,,,,,,,,,,,,,,,,373,16,16,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 125390,214.53883,38.96698,8.2,,,,,154.3,,,,,,1.36,,,6.17,,,G7III,,,,4850,,,,,
HD 125595 b,Confirmed,0.042,0.004,0.004,0.042,0.004,0.004,,,,9.6737,0.0039,0.0039,0.0809,0.0014,0.0014,0,,,,,,0.002953,2009,04-07-2011,,,,,,,,,,,,,,,,,,,,,,2454435.23,0.15,0.15,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 125595,215.3458333,-40.3938889,9.03,,,,,27.4,0.9,0.9,0.02,0.06,0.06,0.756,0.017,0.017,,,,K4V,3.53,3.53,3.53,4908,,,,,
HD 125612 Ab,Confirmed,3,,,3,,,,,,502,14,14,1.37,,,0.46,0.01,0.01,,,,0.025937,2007,01-08-2024,41.5,1.7,1.7,54894.9,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 125612 A,215.225,-17.4813889,8.31,,,,,52.82,,,0.24,0.03,0.03,1.1,0.07,0.07,1.05,0.08,0.08,G3V,2.1,,,5897,40,40,,,
